Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	X	MT
VPA_6	1.0765807731247883	0.9627857713789224	0.8640185871763341	0.5835521978205905	0.9840788721117244	1.0215841657807194	1.1406645979908236	1.0134733138566228	1.098129252670599	0.7633137612636314	1.406139131172954	1.532832786127297	0.43039561733265236	2.383581041615819	0.8309642538212973	1.2573224658985893	1.7629914470550698	0.3706452586182886	1.1186686353453728	1.1248595090521698	0.7980912321525403	0.8488140723711968	0.3772775760416054	1142.1790948039159
VPA_SIM_1	1.114801447273392	1.0032204065283465	0.8437212246690416	0.6006593579061343	1.0190350018117402	0.8779631054625205	1.204028728717464	1.0509456375166975	0.9361556951461751	0.8169614561081823	1.4087829345514362	1.4562796626922399	0.44167953041814145	1.98019763515693	0.8634999846060449	1.3666002420053305	2.1137646674676716	0.38902476611840914	1.0908050696091416	1.1863528072236913	0.8104373594605417	0.8742587019354127	0.3939266720852528	1224.0101581746696
VPA_SIM_2	1.1425769704450466	1.0047135015144735	0.826726015006051	0.5989116979176827	0.9893768751701608	0.7052238635558514	1.2163167959254224	1.016575325660979	0.8791407256448841	0.800724233596535	1.4532581758212022	1.3339470761241168	0.4307542545547906	1.8223858567745181	0.8297164035671775	1.5778792339009284	1.9425711198960822	0.36635572949253237	1.1351918368528018	1.368368106788476	1.2073462620459117	0.8486956964887983	0.40418858283787806	3606.7641414938053
VPA_SIM_3	1.1085195666856893	1.0091625814861183	0.8512977006463603	0.625965943183475	1.0283427282153157	0.8984180190082053	1.2005274841450975	1.0555799284989513	0.9557062596307857	0.797749422289594	1.4129021842814842	1.4562543950825795	0.46420343605167347	2.094441706430366	0.8476269977902774	1.308358531300096	2.0884105303980425	0.373158099410986	1.0360178406908822	1.1139817400414098	0.6952258056641407	0.8330139090237234	0.3968292262937743	1151.0384422205616
VPA_SIM_5	1.0319062468418334	0.9172574276559115	0.898099209114227	0.5504718369361589	0.9511690529317762	0.9411156473101139	1.091575622305684	0.9888528883252414	1.1361231294006104	0.729170756609454	1.29885802746522	1.429663664432128	0.40166402574448273	3.1148141203133966	0.7936265330355674	1.203789500873453	2.210317070592313	0.34345077225548765	1.0505466259747969	1.025190599058107	0.6469622164863476	0.8371226498259798	0.3658461892235258	1117.041554873051
VPA_SIM_6	1.0677040363940937	0.9507483598487553	0.8529048878011737	0.5814516632039883	0.9620426902053714	0.9147132544938245	1.1403239305340758	1.0082729117078664	1.037894312971712	0.7715381262782208	1.3296238043228088	1.4834022359285381	0.4355147607489775	2.838453827328997	0.825695730080157	1.2098909895180823	2.1198735651176843	0.3618659032383963	1.0687172245971004	1.06531428390337	0.6407360383644771	0.8438135023879225	0.3779699936600589	963.0026838160534
VS_GEM_50_TAX_10_1	1.1187121770837773	0.950274720632189	0.777688699715443	0.536533008217695	0.8932401140704392	0.7608030907748291	1.2044913895887297	0.9930395301620555	0.9029325817565556	0.7750780484592618	1.4043729279419073	1.3718259485934587	0.4236193706750373	1.9563992419787204	0.8231848160224534	1.5718254840220327	2.512157917660557	0.34216901170213176	1.3859066672733258	1.4754660432745719	1.1453942800922121	1.0159930419156542	0.3690220834178876	2275.3877757771584
VS_GEM_50_TAX_10_2	1.0796961425846914	0.9293553227663952	0.8959479204590398	0.5383129675879859	0.9269752685226311	0.8348972671955207	1.1530608159144815	0.9833670507172698	1.0503989691296292	0.7729774919074612	1.3503288519554542	1.3401781185037527	0.39329656731284707	2.8347230286914673	0.8253688728828809	1.3714702923101765	2.09544310504215	0.3521796604575445	1.207879884837651	1.1744158444181463	0.7472391669119971	0.8954589218328054	0.37610607321525913	1483.5090639555162
VS_GEM_50_TAX_10_3	1.0855765552670267	0.9878874743500788	0.8984353118764115	0.58245176056286	0.971164944767357	0.9510255694615722	1.0845847812807234	0.9768866244428033	1.0814904134182792	0.7617438535554667	1.2900691801913904	1.4311510263297187	0.4065498624530495	2.8695804664841016	0.842286631652923	1.1729358542011366	2.0780946107611378	0.3837017301918157	1.0422158921825317	1.03572344100936	0.6303005521614911	0.8363106666400567	0.37205045053372504	865.6627278602509
VS_GEM_50_TAX_10_4	1.0681531407473266	0.9380120483605854	0.8496111308497101	0.5444339297463283	0.9181272079688307	0.8910820876543252	1.0941270922996131	0.9657393922809598	1.1342180290628985	0.7477606078619009	1.3259044673912121	1.5196928989204532	0.3816044308034987	2.6488611385251435	0.8062057688910733	1.3136268977933712	2.4512579922430366	0.36385828982244817	1.0968295111361923	1.1210108246578847	0.7538606150354047	0.881077803634058	0.35754226369860964	1145.0009730797583
VS_GEM_50_TAX_10_5	1.110640857534323	0.9766204650696836	0.8273447594696844	0.5621464556774588	0.9529976387842468	0.8694348221815643	1.1767313624227163	1.0106588104862781	1.0137837781673966	0.7821515740895888	1.3890171288960733	1.4617119662286346	0.39702634391619973	2.1536795463523317	0.8363799452971981	1.4485689095846985	2.2067339048316623	0.37087415862368694	1.1640063803312086	1.258904887079428	0.8687443433453661	0.9120888851281045	0.3706893876168834	1371.8001428064074
VS_GEM_50_TAX_10_6	1.056397410455205	0.9229163315291746	0.9040910602888866	0.5255713626013633	0.9026890616611253	0.9611793180861775	1.0448209475288297	0.9052591177969145	1.1726190470147455	0.7356482925881352	1.2289719194849684	1.3705380532885265	0.3643128421254358	3.0612381394237245	0.7980773927801802	1.1712335697694847	2.6613658001951586	0.3737464024302779	1.0776875169273756	1.054909241096182	0.6686844094048499	0.8775187525489706	0.35946508100608143	1082.2933908958714
